x-ray-id, request-id, lambda-init, lambda-end, initialization-init, initialization-end, input-init, input-end, resize-init, resize-end,s3-init,s3-end, resize-oper-init, resize-oper-end, write-init, write-end,diff-lambda,diff-init,diff-input,diff-resize-event,diff-s3,diff-write,diff-resize-op,diff-resize-event2,diff-lambda-init,diff-resize-event3
1-5cd0e0a4-3ca236d4ebcc0acc09efd4b0,d0ab2852-9735-412b-b367-bcdeec62276e,1557192868.076,1557192869.17,0,0,1557192868.043,1557192868.044,1557192868.044,1557192869.127,1557192868.045,1557192868.125,1557192868.125,1557192869.127,1557192869.128,1557192869.129,1.09400010108948,0,0.001,1.083,0.080,0.001,1.002,0.001,1.09400010108948,1.003
1-5cd0dfc5-9a0d04e8fae5bf18e7a8e058,a6df8a58-c8b1-4a6c-b4fa-7574a5721a58,1557192645.756,1557192645.808,0,0,1557192645.725,1557192645.725,1557192645.726,1557192645.769,1557192645.726,1557192645.76,1557192645.76,1557192645.769,1557192645.77,1557192645.77,0.052,0,0.000,0.043,0.0339999198913574,0.00,0.00900006294250488,0,0.0520000457763672,0.00900006294250488
1-5cd0de75-7a1411340fb2ac642c71dcb4,3e8b49b3-6ea5-47ac-bd3d-feb26c4da455,1557192309.834,1557192310.143,0,0,1557192309.805,1557192309.822,1557192309.823,1557192310.108,1557192309.823,1557192309.903,1557192309.903,1557192310.108,1557192310.108,1557192310.109,0.309,0,0.017,0.285,0.080,0.001,0.205,0.000,0.30899977684021,0.205
1-5cd0df80-aeba4e0c5a81ed90b8a2fbca,807b2e39-a89f-434d-b167-b5f73ce0ba6c,1557192576.517,1557192576.879,0,0,1557192576.486,1557192576.503,1557192576.522,1557192576.826,1557192576.523,1557192576.543,1557192576.543,1557192576.826,1557192576.842,1557192576.843,0.362,0,0.017,0.304,0.020,0.001,0.283,0.001,0.361999988555908,0.284
1-5cd0df3d-f3cf2964503765b0700aa03c,ebfcea36-0ed4-4499-acba-23fcdcecdad2,1557192509.262,1557192509.562,0,0,1557192509.233,1557192509.233,1557192509.233,1557192509.525,1557192509.234,1557192509.28,1557192509.28,1557192509.525,1557192509.526,1557192509.526,0.300,0,0.000,0.292,0.0460000038146973,0.000,0.245000123977661,0.000999927520751953,0.299999952316284,0.246000051498413
1-5cd0e03f-eb83d8c080640ac704488d1f,fcc9fdda-24c4-4d74-ab38-06d7443b5155,1557192768.01,1557192769.562,0,0,1557192767.978,1557192767.978,1557192767.979,1557192769.506,1557192767.979,1557192768.062,1557192768.062,1557192769.506,1557192769.523,1557192769.523,1.55200004577637,0,0.000,1.527,0.083,0.000,1.444,0.000,1.55200004577637,1.444
1-5cd0e0c1-602d7a735bd3ba38502d29a9,9a66a2fe-64d3-45e2-8287-8d2c71b86c80,1557192897.386,1557192897.484,0,0,1557192897.354,1557192897.354,1557192897.354,1557192897.443,1557192897.355,1557192897.39,1557192897.39,1557192897.443,1557192897.444,1557192897.444,0.098,0,0.000,0.089,0.0350000858306885,0.000,0.0529999732971191,0.000999927520751953,0.0980000495910645,0.0539999008178711
1-5cd0e11d-2a09ba11438de6b519bdc7cb,45e4e6d2-33df-4e31-8f78-bad30d768808,1557192989.212,1557192990.505,0,0,1557192989.177,1557192989.177,1557192989.178,1557192990.446,1557192989.179,1557192989.249,1557192989.249,1557192990.446,1557192990.462,1557192990.463,1.293,0,0.000,1.268,0.070,0.001,1.197,0.001,1.29300022125244,1.198
1-5cd0e01c-7609b9c48c2b71449f24dc68,6bc58686-c24f-43c6-96d6-d3cf26d7d744,1557192732.843,1557192734.226,0,0,1557192732.812,1557192732.812,1557192732.812,1557192734.186,1557192732.813,1557192732.867,1557192732.867,1557192734.186,1557192734.186,1557192734.187,1.383,0,0.000,1.374,0.054,0.001,1.319,0.001,1.38300013542175,1.320
1-5cd0e0ab-2f48cdbf4efef9f2d8482d84,cc7ea619-fcfe-4bc7-96f2-b750d391722b,1557192875.434,1557192875.669,0,0,1557192875.399,1557192875.4,1557192875.4,1557192875.627,1557192875.401,1557192875.433,1557192875.433,1557192875.627,1557192875.628,1557192875.628,0.235,0,0.00100016593933105,0.226999998092651,0.032,0.000,0.194,0.000999927520751953,0.234999895095825,0.194999933242798
1-5cd0de96-b74db064456e6980d379844c,dc99acfc-268b-445a-b617-b969bc8f33fd,1557192342.124,1557192342.199,0,0,1557192342.095,1557192342.095,1557192342.095,1557192342.163,1557192342.096,1557192342.136,1557192342.136,1557192342.163,1557192342.164,1557192342.164,0.075,0,0.000,0.068,0.040,0.000,0.027,0.001,0.0749998092651367,0.028
1-5cd0e0b8-599858b092c15d68e5c713d0,a710609b-2f7b-47cf-aa24-dbae64e563ea,1557192888.99,1557192889.766,0,0,1557192888.953,1557192888.953,1557192888.953,1557192889.705,1557192888.954,1557192889.009,1557192889.009,1557192889.705,1557192889.706,1557192889.722,0.776000022888184,0,0.000,0.752,0.055,0.016,0.696,0.001,0.776000022888184,0.697
1-5cd0e08b-7ae7d8ecc529a4a57feb36b9,90164070-a9b4-4417-b13a-fa905b4b1191,1557192843.745,1557192844.325,0,0,1557192843.708,1557192843.709,1557192843.709,1557192844.264,1557192843.709,1557192843.819,1557192843.819,1557192844.264,1557192844.265,1557192844.282,0.580,0,0.001,0.555,0.110,0.017,0.445,0.000,0.580000162124634,0.445
1-5cd0dfaf-6c6f818ac43602566d97d5c6,4dda4724-a977-4022-bb47-51947bd1b777,1557192623.484,1557192623.7,0,0,1557192623.451,1557192623.451,1557192623.452,1557192623.645,1557192623.452,1557192623.49,1557192623.49,1557192623.645,1557192623.646,1557192623.646,0.216000080108643,0,0.000,0.193,0.0380001068115234,0.000,0.154999971389771,0,0.216000080108643,0.154999971389771
1-5cd0de82-fc38108ce43862daa274c323,897097b1-0a6b-4ea0-af6b-697c79e419d4,1557192322.798,1557192323.708,0,0,1557192322.77,1557192322.77,1557192322.771,1557192323.672,1557192322.771,1557192322.861,1557192322.862,1557192323.672,1557192323.673,1557192323.673,0.910,0,0.00,0.901,0.090,0.000,0.810,0.001,0.909999847412109,0.811
1-5cd0dfd5-6149f2f003c2d64cc51638bc,67bbad58-9ffc-427e-b7a8-e9404a3b5679,1557192661.694,1557192663.205,0,0,1557192661.665,1557192661.683,1557192661.683,1557192663.168,1557192661.684,1557192661.764,1557192661.764,1557192663.168,1557192663.168,1557192663.168,1.511,0,0.018,1.485,0.080,0.000,1.404,0.001,1.51099991798401,1.405
1-5cd0df9c-7dc8e6c55896f9a3bf98f51b,7e731994-a714-4b25-b0a9-2f153390fe72,1557192604.383,1557192605.681,0,0,1557192604.351,1557192604.352,1557192604.352,1557192605.643,1557192604.353,1557192604.436,1557192604.436,1557192605.643,1557192605.644,1557192605.644,1.298,0,0.001,1.291,0.083,0.000,1.207,0.001,1.29800009727478,1.208
1-5cd0e0ba-59378caadf083c049159b268,3b6df1fd-5c53-4533-bd83-1499fb789ec6,1557192890.866,1557192891.203,0,0,1557192890.831,1557192890.831,1557192890.832,1557192891.145,1557192890.833,1557192890.876,1557192890.876,1557192891.145,1557192891.162,1557192891.163,0.337,0,0.000,0.313,0.043,0.001,0.269,0.001,0.337000131607056,0.270
1-5cd0e044-39ddb89e17d82a42e178e588,6ae78b5e-48a8-4e9d-932c-ac6faa649ef1,1557192772.034,1557192772.341,0,0,1557192772,1557192772.001,1557192772.001,1557192772.285,1557192772.002,1557192772.039,1557192772.039,1557192772.285,1557192772.286,1557192772.286,0.307,0,0.000999927520751953,0.284,0.037,0.000,0.246,0.001,0.307000160217285,0.247
1-5cd0e0c8-f2faf71da0bbb717b39fbc6a,1e4a2610-c432-46f2-b66f-e601310e5d4c,1557192904.954,1557192906.086,0,0,1557192904.916,1557192904.917,1557192904.917,1557192906.024,1557192904.918,1557192904.993,1557192904.993,1557192906.024,1557192906.043,1557192906.043,1.132,0,0.001,1.107,0.075,0.000,1.031,0.001,1.13199996948242,1.032
1-5cd0dfcb-0da3086d023d77691c45d30b,6d6e0878-427c-4593-b660-3f842865e5c2,1557192651.417,1557192652.86,0,0,1557192651.387,1557192651.387,1557192651.387,1557192652.808,1557192651.388,1557192651.48,1557192651.48,1557192652.808,1557192652.809,1557192652.809,1.44299983978271,0,0.000,1.421,0.0920000076293945,0.000,1.32800006866455,0.000999927520751953,1.44299983978271,1.3289999961853
1-5cd0e0d7-665f40dc416bc2691021b72d,eba8d182-87c0-4868-8821-28e8d4d96e94,1557192919.373,1557192919.418,0,0,1557192919.338,1557192919.342,1557192919.343,1557192919.376,1557192919.343,1557192919.372,1557192919.372,1557192919.376,1557192919.376,1557192919.377,0.045,0,0.004,0.033,0.029,0.001,0.004,0.000,0.0450000762939453,0.004
1-5cd0e08e-b62ca769d3614a27cdf296d4,63a9f136-38b2-4e8e-a97a-66fe9b486609,1557192846.525,1557192846.643,0,0,1557192846.492,1557192846.492,1557192846.493,1557192846.59,1557192846.493,1557192846.541,1557192846.541,1557192846.59,1557192846.602,1557192846.603,0.118,0,0.000,0.0969998836517334,0.048,0.001,0.0490000247955322,0,0.117999792098999,0.0490000247955322
1-5cd0df56-3046bbe4222a51535d7b95bf,108b8c5b-c2ab-4976-8edf-d3532283fbd3,1557192534.246,1557192534.344,0,0,1557192534.217,1557192534.218,1557192534.218,1557192534.307,1557192534.219,1557192534.264,1557192534.264,1557192534.307,1557192534.307,1557192534.307,0.098,0,0.001,0.089,0.045,0.000,0.043,0.001,0.0980000495910645,0.044
1-5cd0de68-84c686b0f2ddd680c7302c10,26867420-7957-4c72-b56e-74dc14639e00,1557192296.405,1557192297.361,0,0,1557192296.374,1557192296.375,1557192296.375,1557192297.324,1557192296.376,1557192296.416,1557192296.416,1557192297.324,1557192297.325,1557192297.325,0.956,0,0.001,0.949,0.040,0.000,0.908,0.001,0.956000089645386,0.909
1-5cd0e01a-f612ea481124af64236460d8,ff0d6a54-e817-43c0-8fb3-d860fa4ac2b7,1557192730.805,1557192731.769,0,0,1557192730.771,1557192730.771,1557192730.772,1557192731.729,1557192730.772,1557192730.88,1557192730.88,1557192731.729,1557192731.729,1557192731.73,0.964,0,0.000,0.957,0.108000040054321,0.000999927520751953,0.848999977111816,0,0.96399998664856,0.848999977111816
1-5cd0e032-33159829dbcbfa02e76ab661,2f82df52-8f2e-4053-84e4-6c95e98de388,1557192754.086,1557192755.282,0,0,1557192754.054,1557192754.055,1557192754.055,1557192755.225,1557192754.056,1557192754.133,1557192754.133,1557192755.225,1557192755.225,1557192755.226,1.196,0,0.001,1.170,0.077,0.001,1.092,0.001,1.19600009918213,1.093
1-5cd0de80-43a199a86d57cfcce966cc10,52fa0f6c-f40e-47dd-8e8e-1d94163fa062,1557192320.778,1557192321.718,0,0,1557192320.752,1557192320.752,1557192320.752,1557192321.684,1557192320.753,1557192320.809,1557192320.809,1557192321.684,1557192321.685,1557192321.685,0.940,0,0.000,0.932,0.056,0.000,0.875,0.001,0.93999981880188,0.876
1-5cd0e0f7-b77c16e99c721e264f911bdc,0aed3170-3164-4cfe-b155-06cbf1a6f3e4,1557192951.083,1557192952.364,0,0,1557192951.049,1557192951.049,1557192951.049,1557192952.322,1557192951.05,1557192951.107,1557192951.107,1557192952.322,1557192952.323,1557192952.323,1.281,0,0.000,1.273,0.0570001602172852,0.000,1.215,0.000999927520751953,1.2810001373291,1.21599984169006
1-5cd0dfd2-8e308a0c3ef5398c2f089a8c,d39afdc7-83b1-481e-ba7f-c750a942f275,1557192658.336,1557192658.705,0,0,1557192658.306,1557192658.307,1557192658.307,1557192658.664,1557192658.308,1557192658.373,1557192658.373,1557192658.664,1557192658.665,1557192658.665,0.369,0,0.001,0.357,0.065,0.000,0.291,0.001,0.36899995803833,0.292
1-5cd0df4d-7bd93a94c0e66513b8ded268,a7c36898-7ecb-49c2-8ffb-29e2bf9aa8ff,1557192525.083,1557192525.403,0,0,1557192525.051,1557192525.052,1557192525.052,1557192525.365,1557192525.052,1557192525.099,1557192525.099,1557192525.365,1557192525.366,1557192525.366,0.320,0,0.001,0.313,0.047,0.000,0.266,0.000,0.320000171661377,0.266
1-5cd0e0f1-5ee216396b9779f18f432618,cd0869af-caf0-4292-8e88-fbd822e40a9c,1557192945.94,1557192946.087,0,0,1557192945.904,1557192945.904,1557192945.904,1557192946.044,1557192945.905,1557192945.945,1557192945.945,1557192946.044,1557192946.044,1557192946.045,0.146999835968018,0,0.000,0.140,0.040,0.001,0.099,0.001,0.146999835968018,0.100
1-5cd0dfe1-cefafffef3e747aabbe7b733,2f3035d2-5444-4fa8-93af-53a32ceaad56,1557192673.188,1557192673.344,0,0,1557192673.152,1557192673.153,1557192673.153,1557192673.29,1557192673.154,1557192673.183,1557192673.183,1557192673.29,1557192673.303,1557192673.303,0.156,0,0.001,0.136999845504761,0.029,0.000,0.10699987411499,0.000999927520751953,0.156000137329102,0.107999801635742
1-5cd0dfd1-fc5a03063e0d1a2cfa4d0170,b13e201c-9297-4283-8c16-d9d5db05e8f4,1557192657.014,1557192657.26,0,0,1557192656.983,1557192656.983,1557192656.984,1557192657.205,1557192656.984,1557192657.015,1557192657.015,1557192657.205,1557192657.206,1557192657.222,0.246000051498413,0,0.000,0.221,0.031,0.016,0.190,0.000,0.246000051498413,0.190
1-5cd0e051-0f6b2c535a675bf9328b0b5c,6a20a2eb-9acc-402e-829e-9cfa271e05af,1557192785.944,1557192787.306,0,0,1557192785.908,1557192785.909,1557192785.909,1557192787.264,1557192785.91,1557192785.978,1557192785.978,1557192787.264,1557192787.265,1557192787.265,1.362,0,0.001,1.355,0.0679998397827148,0.000,1.286,0.00100016593933105,1.36199998855591,1.28700017929077
1-5cd0e113-6ceea6209c3edb28e4324628,0c7b2e7b-13d5-4987-b8df-cc9607cd5f9b,1557192979.023,1557192979.086,0,0,1557192978.987,1557192978.987,1557192978.988,1557192979.043,1557192978.988,1557192979.005,1557192979.005,1557192979.043,1557192979.044,1557192979.044,0.063,0,0.000,0.055,0.017,0.000,0.038,0.000,0.062999963760376,0.038
1-5cd0e07c-c91242c5e685953b084af0a5,be02a75e-4f5f-4a2f-b1b3-855fbe02f8f0,1557192828.617,1557192829.044,0,0,1557192828.583,1557192828.584,1557192828.584,1557192829.003,1557192828.585,1557192828.633,1557192828.634,1557192829.003,1557192829.004,1557192829.004,0.427,0,0.001,0.419,0.048,0.000,0.369,0.002,0.426999807357788,0.371
1-5cd0df4a-13f7d700181ef55060354b30,8e62a4e8-acd3-4488-8af2-78be19caf5bd,1557192522.556,1557192522.621,0,0,1557192522.522,1557192522.523,1557192522.523,1557192522.569,1557192522.524,1557192522.553,1557192522.553,1557192522.569,1557192522.57,1557192522.57,0.065,0,0.001,0.046,0.029,0.00,0.016,0.001,0.065000057220459,0.017
1-5cd0e05e-709545a0a3b07220d8b9dac0,b3b166b3-aa70-4a55-a42f-0486c56c32b8,1557192798.102,1557192799.281,0,0,1557192798.068,1557192798.068,1557192798.068,1557192799.229,1557192798.069,1557192798.108,1557192798.108,1557192799.229,1557192799.229,1557192799.229,1.179,0,0.000,1.161,0.039,0.000,1.121,0.001,1.17899990081787,1.122
1-5cd0e03a-ada6bee14f1217d9119e1043,7c41616e-3611-4b01-b0f9-0ef48dd88cba,1557192762.574,1557192763.983,0,0,1557192762.543,1557192762.543,1557192762.544,1557192763.925,1557192762.544,1557192762.626,1557192762.626,1557192763.925,1557192763.926,1557192763.942,1.409,0,0.000,1.381,0.082,0.016,1.299,0.000,1.40900015830994,1.299
1-5cd0dfc9-7a884af91dc6a9b8fec9789f,2fb20671-7cef-4199-a589-56cf7af7ef4b,1557192649.136,1557192649.227,0,0,1557192649.105,1557192649.106,1557192649.106,1557192649.189,1557192649.107,1557192649.141,1557192649.141,1557192649.189,1557192649.189,1557192649.189,0.091,0,0.001,0.083,0.034,0.000,0.048,0.001,0.0910000801086426,0.049
1-5cd0de7d-2c5646dc621adee853695244,a9fe2f7b-5ad3-431b-8613-2f874d58b797,1557192317.724,1557192318.457,0,0,1557192317.695,1557192317.704,1557192317.705,1557192318.406,1557192317.705,1557192317.773,1557192317.773,1557192318.406,1557192318.407,1557192318.407,0.733,0,0.009,0.701,0.068,0.000,0.633,0.000,0.733000040054321,0.633
1-5cd0e101-19a6dbbe27eaeb15535709f7,64bd0557-f7f6-40e9-8b1f-8813ed1f1909,1557192961.309,1557192961.823,0,0,1557192961.274,1557192961.274,1557192961.275,1557192961.765,1557192961.276,1557192961.342,1557192961.342,1557192961.765,1557192961.766,1557192961.766,0.514,0,0.000,0.490,0.066,0.000,0.423,0.001,0.513999938964844,0.424
1-5cd0e0ff-8f29d5297243a3bc0623d24f,17c362b7-53cf-4e8d-81c4-fbdaa959cc94,1557192959.724,1557192960.211,0,0,1557192959.688,1557192959.688,1557192959.689,1557192960.167,1557192959.69,1557192959.746,1557192959.747,1557192960.167,1557192960.168,1557192960.169,0.487,0,0.000,0.478,0.0559999942779541,0.001,0.420,0.00200009346008301,0.486999988555908,0.422000169754028
1-5cd0de73-3d2528823148abcc54f0f833,c490ddc2-297a-4f68-ba9a-f150b4c36023,1557192307.502,1557192307.579,0,0,1557192307.471,1557192307.471,1557192307.471,1557192307.527,1557192307.472,1557192307.513,1557192307.513,1557192307.527,1557192307.542,1557192307.543,0.077,0,0.000,0.056,0.041,0.001,0.014,0.001,0.0769999027252197,0.015
1-5cd0de8c-4ac26f3bc44dc1057cee826c,ee57baa8-00e1-4a44-a741-af6828fdd9af,1557192332.428,1557192332.578,0,0,1557192332.401,1557192332.401,1557192332.401,1557192332.527,1557192332.402,1557192332.48,1557192332.48,1557192332.527,1557192332.543,1557192332.543,0.150,0,0.000,0.126,0.0780000686645508,0.000,0.0469999313354492,0.000999927520751953,0.150000095367432,0.0479998588562012
1-5cd0dfe4-83b1bc9080ae76b81e6b23e8,0292fc9a-c883-4f6b-a4bc-a2cf6a76bb12,1557192676.397,1557192676.842,0,0,1557192676.365,1557192676.365,1557192676.366,1557192676.803,1557192676.366,1557192676.417,1557192676.417,1557192676.802,1557192676.803,1557192676.803,0.445,0,0.000,0.437,0.051,0.000,0.385,0.001,0.444999933242798,0.386
1-5cd0e074-7b739007cf0f8da614707dd9,93e95962-30e1-48ee-8a75-1667427ed31c,1557192820.476,1557192821.585,0,0,1557192820.442,1557192820.442,1557192820.442,1557192821.545,1557192820.443,1557192820.485,1557192820.486,1557192821.545,1557192821.545,1557192821.546,1.109,0,0.000,1.103,0.042,0.001,1.059,0.002,1.10899996757507,1.061
1-5cd0dfbf-46a2154cdef6f93c1f040730,b3fcb3a9-3e93-4db4-a979-b7ff212612c5,1557192639.586,1557192640.804,0,0,1557192639.554,1557192639.562,1557192639.563,1557192640.766,1557192639.564,1557192639.604,1557192639.604,1557192640.766,1557192640.766,1557192640.767,1.218,0,0.008,1.203,0.040,0.001,1.162,0.001,1.21799993515015,1.163
1-5cd0de8f-10fd9d14a2451cc0ec26c562,541f7203-a4ed-46cb-8535-d904973c4b69,1557192335.018,1557192336.126,0,0,1557192334.987,1557192334.988,1557192334.988,1557192336.088,1557192334.989,1557192335.083,1557192335.084,1557192336.088,1557192336.089,1557192336.089,1.108,0,0.001,1.100,0.094,0.000,1.004,0.002,1.10800004005432,1.006
1-5cd0df71-002ca6a34e30a1bec4b557c8,f8b91729-d3af-4a7e-9e67-90581c3cb125,1557192561.982,1557192562.797,0,0,1557192561.953,1557192561.954,1557192561.954,1557192562.745,1557192561.955,1557192561.997,1557192561.997,1557192562.745,1557192562.746,1557192562.746,0.815,0,0.001,0.791,0.042,0.000,0.748,0.001,0.81499981880188,0.749
1-5cd0e010-fdad3470e32d953851437ff0,eafb8e1a-7de8-4347-a301-81fbffe9897e,1557192720.988,1557192721.203,0,0,1557192720.953,1557192720.953,1557192720.954,1557192721.144,1557192720.954,1557192720.982,1557192720.982,1557192721.144,1557192721.145,1557192721.145,0.215,0,0.000,0.190,0.028,0.000,0.162,0.000,0.215000152587891,0.162
1-5cd0e10e-ad37155684cf89ea1f9893e8,bde7d685-b743-41e8-a464-1fc35d1c5572,1557192974.511,1557192975.065,0,0,1557192974.477,1557192974.478,1557192974.478,1557192975.022,1557192974.479,1557192974.583,1557192974.583,1557192975.022,1557192975.023,1557192975.023,0.554,0,0.001,0.544,0.104,0.000,0.439,0.001,0.55400013923645,0.440
1-5cd0dfa0-6c228289652e798e8c45ffe0,61aa4696-55a4-4c34-9349-23ef2b291237,1557192608.763,1557192609.119,0,0,1557192608.732,1557192608.743,1557192608.743,1557192609.07,1557192608.744,1557192608.81,1557192608.811,1557192609.069,1557192609.07,1557192609.082,0.356,0,0.011,0.32699990272522,0.0659999847412109,0.0120000839233398,0.258,0.00300002098083496,0.355999946594238,0.260999917984009
1-5cd0e102-f1bca1284e1dc666a611b06e,a951dd36-52b4-49a4-abbb-81c6d04d967d,1557192962.895,1557192963.484,0,0,1557192962.859,1557192962.86,1557192962.86,1557192963.426,1557192962.861,1557192962.908,1557192962.908,1557192963.426,1557192963.443,1557192963.443,0.589,0,0.000999927520751953,0.56600022315979,0.047,0.000,0.518,0.00100016593933105,0.58899998664856,0.519000291824341
1-5cd0e018-c306699daa5658c418c3c9da,a5f16884-2dbf-4b24-945c-618a89886b6c,1557192728.316,1557192729.725,0,0,1557192728.284,1557192728.284,1557192728.285,1557192729.589,1557192728.285,1557192728.342,1557192728.342,1557192729.589,1557192729.602,1557192729.603,1.409,0,0.000,1.304,0.057,0.001,1.247,0.000,1.40899991989136,1.247
1-5cd0e0ec-e4ee97e0266df0857f57c672,2f6900b8-29ed-4e94-a518-36b72a90f5e1,1557192940.05,1557192940.123,0,0,1557192940.017,1557192940.017,1557192940.018,1557192940.067,1557192940.018,1557192940.053,1557192940.053,1557192940.067,1557192940.082,1557192940.083,0.0729999542236328,0,0.000,0.049,0.035,0.001,0.014,0.000,0.0729999542236328,0.014
1-5cd0e0a9-c55aea335b81ade36a9f4d43,bbd2a556-937a-4378-9685-a795f367aea2,1557192873.044,1557192873.165,0,0,1557192873.011,1557192873.011,1557192873.012,1557192873.124,1557192873.012,1557192873.029,1557192873.029,1557192873.124,1557192873.125,1557192873.125,0.121,0,0.000,0.112,0.017,0.000,0.095,0.000,0.121000051498413,0.095
1-5cd0e015-fc98e90a640fb1c490079788,6dcb9025-4ce7-4126-b547-f613a6ab0247,1557192725.457,1557192725.801,0,0,1557192725.426,1557192725.426,1557192725.427,1557192725.745,1557192725.427,1557192725.497,1557192725.497,1557192725.745,1557192725.745,1557192725.746,0.344,0,0.000,0.318,0.070,0.001,0.248,0.000,0.344000101089478,0.248
1-5cd0de63-9a382cacf0c87d2ff9a6a0ad,aa83efb5-876f-405e-b56d-759396eeb0de,1557192291.441,1557192292.296,0,0,1557192291.413,1557192291.413,1557192291.414,1557192292.245,1557192291.415,1557192291.481,1557192291.481,1557192292.245,1557192292.246,1557192292.262,0.855,0,0.000,0.831,0.066,0.016,0.764,0.001,0.855000019073486,0.765
1-5cd0dfd8-1d7a3898df3452f015b7a850,63f43624-5ff6-40e1-8bef-f949ac4fc1a9,1557192664.284,1557192664.545,0,0,1557192664.249,1557192664.25,1557192664.25,1557192664.504,1557192664.251,1557192664.289,1557192664.289,1557192664.504,1557192664.505,1557192664.505,0.261,0,0.000999927520751953,0.253999948501587,0.038,0.000,0.215,0.000999927520751953,0.261000156402588,0.215999841690063
1-5cd0df89-e6420ed46923aa92b24fed20,4c70e9a8-f722-45fb-8712-0195147902d4,1557192585.368,1557192585.905,0,0,1557192585.336,1557192585.336,1557192585.336,1557192585.866,1557192585.337,1557192585.367,1557192585.367,1557192585.866,1557192585.867,1557192585.867,0.537,0,0.000,0.530,0.030,0.000,0.499,0.001,0.536999940872192,0.500
1-5cd0de8d-a5a014305058acfc2d43e5e4,5eeef86c-9ba9-498f-94c2-eb022a963630,1557192333.648,1557192333.938,0,0,1557192333.621,1557192333.621,1557192333.622,1557192333.885,1557192333.622,1557192333.706,1557192333.706,1557192333.885,1557192333.886,1557192333.903,0.290,0,0.000,0.263,0.084,0.017,0.179,0.000,0.289999961853027,0.179
1-5cd0e0bd-ab15635c99d94d501adaa148,1fa02deb-c05b-4bda-86b1-6e982f512ef0,1557192893.567,1557192894.328,0,0,1557192893.528,1557192893.528,1557192893.529,1557192894.268,1557192893.529,1557192893.565,1557192893.565,1557192894.268,1557192894.282,1557192894.283,0.761,0,0.000,0.739,0.036,0.001,0.703,0.000,0.761000156402588,0.703
1-5cd0e095-2d3b267093258270af562b70,2e638ffe-def0-45ce-9565-6169974d3066,1557192853.232,1557192853.648,0,0,1557192853.197,1557192853.198,1557192853.198,1557192853.608,1557192853.199,1557192853.257,1557192853.258,1557192853.608,1557192853.608,1557192853.608,0.416,0,0.001,0.410,0.058,0.000,0.350,0.002,0.415999889373779,0.352
1-5cd0e110-19e605a97aa5ab6975b223a2,5e7b5bc1-786e-4d9e-9df3-18e0251679be,1557192976.137,1557192976.224,0,0,1557192976.105,1557192976.105,1557192976.106,1557192976.184,1557192976.106,1557192976.133,1557192976.133,1557192976.184,1557192976.185,1557192976.185,0.087,0,0.000,0.078,0.027,0.000,0.051,0.000,0.0869998931884766,0.051
1-5cd0e000-f09838c2a26afd999b685993,5074c012-aea5-4778-b295-ab25a3f5d39b,1557192704.737,1557192704.846,0,0,1557192704.705,1557192704.706,1557192704.706,1557192704.806,1557192704.723,1557192704.751,1557192704.751,1557192704.806,1557192704.807,1557192704.807,0.109,0,0.001,0.100,0.028,0.000,0.055,0.017,0.108999967575073,0.072
1-5cd0de9e-884c51f88255e5cf0737ccd5,9c013536-392e-4c3b-8e0f-931b45a6e447,1557192350.555,1557192351.898,0,0,1557192350.526,1557192350.526,1557192350.543,1557192351.846,1557192350.544,1557192350.581,1557192350.581,1557192351.846,1557192351.863,1557192351.863,1.343,0,0.000,1.303,0.037,0.000,1.265,0.001,1.34299993515015,1.266
1-5cd0e122-ce1e298d71ca1e38fcc315d2,7862fe01-31ee-46b1-a7f2-8b118ee03ddb,1557192994.746,1557192995.53,0,0,1557192994.71,1557192994.711,1557192994.711,1557192995.486,1557192994.712,1557192994.765,1557192994.765,1557192995.486,1557192995.487,1557192995.487,0.783999919891357,0,0.000999927520751953,0.775,0.053,0.000,0.721,0.001,0.783999919891357,0.722
1-5cd0e059-82b46ef4db57a438fed4c470,b64dcd3e-d892-40c8-86a3-6bc747b5be04,1557192793.997,1557192794.903,0,0,1557192793.965,1557192793.965,1557192793.965,1557192794.847,1557192793.966,1557192794.054,1557192794.054,1557192794.847,1557192794.863,1557192794.863,0.906,0,0.000,0.882,0.088,0.000,0.793,0.001,0.906000137329102,0.794
1-5cd0df48-66c87fc96ff90d752c08c06a,097b2df1-d85d-44e3-9485-f63bba6703fd,1557192520.516,1557192521.479,0,0,1557192520.485,1557192520.485,1557192520.486,1557192521.424,1557192520.486,1557192520.568,1557192520.569,1557192521.424,1557192521.425,1557192521.425,0.963,0,0.000,0.938,0.082,0.000,0.855,0.001,0.963000059127808,0.856
1-5cd0de6f-96615e80f9c2f480e79cb900,2cedc8cf-b13d-4e5f-9df2-9160fe9cf2d7,1557192303.496,1557192303.596,0,0,1557192303.47,1557192303.482,1557192303.483,1557192303.545,1557192303.483,1557192303.493,1557192303.493,1557192303.545,1557192303.546,1557192303.562,0.100,0,0.0120000839233398,0.062,0.010,0.016,0.052,0.000,0.0999999046325684,0.052
1-5cd0df79-73951ce87eb71b4d9b12b237,d07703a0-6853-4546-b66b-c65ee415ef20,1557192569.531,1557192570.16,0,0,1557192569.499,1557192569.502,1557192569.503,1557192570.11,1557192569.503,1557192569.577,1557192569.577,1557192570.11,1557192570.122,1557192570.123,0.629000186920166,0,0.003,0.60699987411499,0.074,0.001,0.532999992370605,0,0.629000186920166,0.532999992370605
