x-ray-id, request-id, lambda-init, lambda-end, initialization-init, initialization-end, input-init, input-end, resize-init, resize-end,s3-init,s3-end, resize-oper-init, resize-oper-end, write-init, write-end,diff-lambda,diff-init,diff-input,diff-resize-event,diff-s3,diff-write,diff-resize-op,diff-resize-event2,diff-lambda-init,diff-resize-event3
1-5cdb87a1-6c2b99b7873f2fc7c00022fc,fed5dd92-38af-4c19-85ba-8b904da4d554,1557890977.703,1557890980.305,0,0,1557890977.744,1557890977.744,1557890977.745,1557890980.338,1557890977.745,1557890977.931,1557890977.931,1557890980.338,1557890980.338,1557890980.339,2.602,0,0.000,2.593,0.186,0.001,2.407,0.000,2.60199999809265,2.407
1-5cdb85a7-a9a409cd1a5bf281b5f39d71,1da7d54a-5fca-4984-81fe-1f9eaeab518c,1557890471.652,1557890475.541,0,0,1557890471.688,1557890471.689,1557890471.689,1557890475.539,1557890471.69,1557890471.757,1557890471.757,1557890475.539,1557890475.552,1557890475.552,3.889,0,0.001,3.850,0.0669999122619629,0.000,3.782,0.00100016593933105,3.88899993896484,3.78300023078918
1-5cdb8d25-bef65c94bc3e9f309a290b40,8f927f0f-65a7-468f-90ed-e4ef93c51e66,1557892389.054,1557892391.428,0,0,1557892389.104,1557892389.105,1557892389.105,1557892391.454,1557892389.106,1557892389.195,1557892389.195,1557892391.454,1557892391.455,1557892391.472,2.374,0,0.001,2.349,0.089,0.017,2.259,0.001,2.37400007247925,2.260
1-5cdb8b4a-9342e5ab0263127e05777105,eba80323-0ca7-4fdd-9310-57b4e4a8a306,1557891914.535,1557891917.477,0,0,1557891914.582,1557891914.583,1557891914.583,1557891917.516,1557891914.584,1557891914.658,1557891914.658,1557891917.516,1557891917.517,1557891917.517,2.942,0,0.001,2.933,0.074,0.000,2.858,0.001,2.94199991226196,2.859
1-5cdb89f0-aff72db035ef6b58d8715f18,d8ce9fdb-3d82-491a-ba5f-1cf376e33792,1557891568.178,1557891570.814,0,0,1557891568.234,1557891568.235,1557891568.235,1557891570.835,1557891568.236,1557891568.28,1557891568.281,1557891570.835,1557891570.852,1557891570.852,2.636,0,0.001,2.600,0.0439999103546143,0.000,2.554,0.00200009346008301,2.63599991798401,2.55600023269653
1-5cdb84cc-7a095600b68bd5d084202700,06b7c198-721b-4572-b9e7-d228706eccfc,1557890252.078,1557890254.244,0,0,1557890252.113,1557890252.114,1557890252.114,1557890254.256,1557890252.115,1557890252.157,1557890252.158,1557890254.256,1557890254.272,1557890254.272,2.166,0,0.001,2.142,0.042,0.000,2.098,0.002,2.16599988937378,2.100
1-5cdb8480-3aac07ac2db0429cdc6edab8,9a691a5a-32f0-4228-937d-bc98f1da40e4,1557890176.472,1557890179.164,0,0,1557890176.507,1557890176.507,1557890176.508,1557890179.174,1557890176.508,1557890176.596,1557890176.597,1557890179.173,1557890179.192,1557890179.192,2.692,0,0.000,2.666,0.088,0.000,2.576,0.002,2.69200015068054,2.578
1-5cdb82c6-982c458c4b922d237e6b9c0f,569deb95-82a9-46ff-8029-cf3f89451f5b,1557889734.447,1557889737.388,0,0,1557889734.479,1557889734.48,1557889734.48,1557889737.413,1557889734.481,1557889734.517,1557889734.517,1557889737.413,1557889737.414,1557889737.414,2.941,0,0.000999927520751953,2.93300008773804,0.036,0.000,2.896,0.000999927520751953,2.94099998474121,2.8970000743866
1-5cdb8631-e2979453d2f2cdfdabb50dd5,a0e69901-3ee6-491c-8978-bb5b81da5a8c,1557890609.663,1557890612.181,0,0,1557890609.704,1557890609.704,1557890609.705,1557890612.194,1557890609.705,1557890609.768,1557890609.768,1557890612.194,1557890612.195,1557890612.212,2.518,0,0.000,2.489,0.063,0.017,2.426,0.000,2.51799988746643,2.426
1-5cdb8446-b7a577cc04bf4d4c73972782,ea5918a6-15a4-4ce2-b37e-5a5136d3834f,1557890118.41,1557890123.204,0,0,1557890118.445,1557890118.445,1557890118.445,1557890123.214,1557890118.446,1557890118.491,1557890118.491,1557890123.214,1557890123.215,1557890123.215,4.79399991035461,0,0.000,4.769,0.045,0.000,4.723,0.001,4.79399991035461,4.724
1-5cdb8a54-87c49e3402e5d5da2578a655,3ef4dab9-ca61-46b3-a9f9-7162e1be550a,1557891668.848,1557891673.072,0,0,1557891668.893,1557891668.894,1557891668.894,1557891673.095,1557891668.895,1557891669.008,1557891669.008,1557891673.094,1557891673.095,1557891673.096,4.224,0,0.001,4.201,0.113,0.001,4.086,0.002,4.22399997711182,4.088
1-5cdb8e9c-11283680c0266754e6a68a4d,1256e24f-d96e-4a64-ad08-96012888fce9,1557892764.482,1557892772.507,0,0,1557892764.535,1557892764.535,1557892764.536,1557892772.552,1557892764.536,1557892764.598,1557892764.598,1557892772.552,1557892772.553,1557892772.553,8.025,0,0.000,8.016,0.062,0.000,7.954,0.000,8.02499985694885,7.954
1-5cdb8d88-f0650a70b68b5b6a379db236,07f70835-ecac-4b3a-b131-91e3e1f236df,1557892488.959,1557892495.214,0,0,1557892489.011,1557892489.012,1557892489.012,1557892495.258,1557892489.013,1557892489.068,1557892489.069,1557892495.258,1557892495.259,1557892495.259,6.255,0,0.001,6.246,0.055,0.000,6.189,0.002,6.25499987602234,6.191
1-5cdb8dac-a98ffbb0eceb6ce8265252b0,6ca338a4-a1de-4bd0-971d-c9079c16feb4,1557892524.522,1557892531.192,0,0,1557892524.574,1557892524.574,1557892524.575,1557892531.236,1557892524.575,1557892524.655,1557892524.656,1557892531.236,1557892531.237,1557892531.237,6.670,0,0.000,6.661,0.080,0.000,6.580,0.001,6.66999983787537,6.581
1-5cdb8651-ba1a3bd99232b9532d5fcf8f,6c785003-003d-420c-ab3f-f2858b236743,1557890641.811,1557890643.901,0,0,1557890641.85,1557890641.85,1557890641.851,1557890643.932,1557890641.851,1557890642.034,1557890642.034,1557890643.932,1557890643.933,1557890643.933,2.090,0,0.00,2.081,0.183,0.000,1.898,0.000,2.08999991416931,1.898
1-5cdb8d49-0c1a3ae4698cdbe01ee73a70,90d1c804-379f-4150-9211-dcdf4ccaf495,1557892425.12,1557892427.69,0,0,1557892425.171,1557892425.172,1557892425.172,1557892427.733,1557892425.173,1557892425.326,1557892425.327,1557892427.733,1557892427.734,1557892427.734,2.57,0,0.001,2.561,0.153,0.000,2.406,0.002,2.57000017166138,2.408
1-5cdb85ad-6a650ea8f5bb5288bcad0798,e00008c9-3695-4911-9417-d6523b27d5cb,1557890477.117,1557890485.564,0,0,1557890477.154,1557890477.154,1557890477.155,1557890485.593,1557890477.155,1557890477.223,1557890477.224,1557890485.593,1557890485.594,1557890485.594,8.447,0,0.000,8.438,0.068,0.000,8.369,0.001,8.4469997882843,8.370
1-5cdb86aa-647853be10c350ec27d8236a,b2538a2c-512d-4990-ad70-a0c7db3007b0,1557890730.667,1557890732.68,0,0,1557890730.706,1557890730.707,1557890730.707,1557890732.694,1557890730.708,1557890730.757,1557890730.758,1557890732.694,1557890732.695,1557890732.712,2.01300001144409,0,0.001,1.987,0.049,0.017,1.936,0.002,2.01300001144409,1.938
1-5cdb815d-c20704b63e3114d218432a32,49643b5c-811f-4d6a-aadf-6b949446e067,1557889373.328,1557889376.129,0,0,1557889373.358,1557889373.359,1557889373.359,1557889376.135,1557889373.36,1557889373.414,1557889373.415,1557889376.135,1557889376.152,1557889376.152,2.801,0,0.001,2.776,0.0540001392364502,0.000,2.720,0.00199985504150391,2.80099987983704,2.72199988365173
1-5cdb8b34-a6f66be01e301f2c7830f950,5024dfc9-4cc1-476c-8103-5dd3dddb2739,1557891892.608,1557891897.47,0,0,1557891892.655,1557891892.655,1557891892.655,1557891897.494,1557891892.656,1557891892.719,1557891892.719,1557891897.494,1557891897.495,1557891897.495,4.86199998855591,0,0.000,4.839,0.063,0.000,4.775,0.001,4.86199998855591,4.776
1-5cdb86f5-9e8c4627298caa7ebb53fc3b,594890b4-4011-4ef4-964a-183cfa775cd8,1557890804.995,1557890808.218,0,0,1557890805.034,1557890805.035,1557890805.035,1557890808.237,1557890805.036,1557890805.087,1557890805.087,1557890808.237,1557890808.238,1557890808.238,3.223,0,0.001,3.202,0.051,0.000,3.150,0.001,3.22300004959106,3.151
1-5cdb8859-e57f8a0271d908607c9b6a29,3016f294-aeec-41cb-9f78-5e4230748b84,1557891161.958,1557891163.296,0,0,1557891162,1557891162,1557891162.001,1557891163.312,1557891162.001,1557891162.079,1557891162.08,1557891163.312,1557891163.313,1557891163.313,1.338,0,0,1.311,0.078,0.000,1.23200011253357,0.000999927520751953,1.33800005912781,1.233
1-5cdb8ad8-364e34ae41370de6a0b6ad74,738acb28-ee72-433f-afa8-45a0a84c5071,1557891800.741,1557891803.456,0,0,1557891800.792,1557891800.792,1557891800.792,1557891803.494,1557891800.793,1557891800.863,1557891800.864,1557891803.494,1557891803.495,1557891803.495,2.715,0,0.000,2.702,0.070,0.000,2.630,0.002,2.71500015258789,2.632
1-5cdb8e52-d446a16e87b83dfc484dd446,7acab8c4-3c49-4585-8f90-c1f1cb005c7c,1557892690.317,1557892691.946,0,0,1557892690.37,1557892690.371,1557892690.371,1557892691.975,1557892690.372,1557892690.434,1557892690.434,1557892691.975,1557892691.975,1557892691.992,1.629,0,0.00100016593933105,1.604,0.062,0.017,1.541,0.001,1.62900018692017,1.542
1-5cdb82b7-405c0ed8ecaa28b260ca3722,5bc43cec-25d5-4a87-b184-23c1670e1a58,1557889719.623,1557889723.166,0,0,1557889719.662,1557889719.663,1557889719.663,1557889723.172,1557889719.664,1557889719.724,1557889719.725,1557889723.172,1557889723.173,1557889723.173,3.543,0,0.001,3.509,0.060,0.000,3.447,0.002,3.54299998283386,3.449
1-5cdb81e1-d4a741b0a5e4e304b3c2cfea,bddb142a-da8e-4a59-8c75-99c24608e000,1557889505.653,1557889510.813,0,0,1557889505.684,1557889505.684,1557889505.685,1557889510.836,1557889505.685,1557889505.749,1557889505.75,1557889510.836,1557889510.837,1557889510.837,5.160,0,0.000,5.151,0.064,0.000,5.08599996566772,0.000999927520751953,5.15999984741211,5.087
1-5cdb8c69-90923138165a55bbfc14514d,2b367b00-0b76-4715-9cdf-65c983eb1c94,1557892201.74,1557892205.611,0,0,1557892201.789,1557892201.789,1557892201.79,1557892205.652,1557892201.79,1557892201.908,1557892201.908,1557892205.652,1557892205.653,1557892205.653,3.87100005149841,0,0.000,3.86199998855591,0.118000030517578,0.000,3.744,0,3.87100005149841,3.74399995803833
1-5cdb84f5-950633f0e9f3dfc87751fb10,5570aa04-1319-4808-bf2b-29094b5a39a9,1557890293.521,1557890296.185,0,0,1557890293.557,1557890293.557,1557890293.558,1557890296.213,1557890293.558,1557890293.604,1557890293.605,1557890296.213,1557890296.214,1557890296.215,2.664,0,0.000,2.655,0.046,0.001,2.608,0.001,2.66400003433228,2.609
1-5cdb842f-d934b188bfe60e0028b629be,a77daf48-7d3f-4663-9737-c0d4efef6805,1557890095.017,1557890098.225,0,0,1557890095.057,1557890095.057,1557890095.058,1557890098.235,1557890095.058,1557890095.094,1557890095.094,1557890098.235,1557890098.252,1557890098.252,3.208,0,0.000,3.177,0.036,0.000,3.141,0.000,3.20799994468689,3.141
1-5cdb8794-4c2bd2e08007dce0cfd5fde8,936ca3eb-713c-4ddb-825b-c332ba8606c3,1557890964.459,1557890966.219,0,0,1557890964.499,1557890964.5,1557890964.5,1557890966.252,1557890964.501,1557890964.544,1557890964.545,1557890966.252,1557890966.253,1557890966.253,1.760,0,0.000999927520751953,1.75200009346008,0.043,0.000,1.707,0.00200009346008301,1.75999999046326,1.70900011062622
1-5cdb8610-254cd5819efe4fd14c58240d,3b6e3189-cab3-4db7-9c6d-dbd54ac61f46,1557890576.275,1557890583.684,0,0,1557890576.313,1557890576.314,1557890576.314,1557890583.715,1557890576.315,1557890576.399,1557890576.399,1557890583.714,1557890583.715,1557890583.715,7.409,0,0.001,7.401,0.084,0.000,7.315,0.002,7.40899991989136,7.317
1-5cdb8743-2ff09ea447d11ecc769cc728,fd54796b-9679-4eda-829d-3c62c63f78f4,1557890883.011,1557890885.217,0,0,1557890883.052,1557890883.053,1557890883.053,1557890885.236,1557890883.054,1557890883.105,1557890883.105,1557890885.236,1557890885.237,1557890885.237,2.206,0,0.001,2.183,0.051,0.000,2.131,0.001,2.20600008964539,2.132
1-5cdb8e1a-5ec5f7fe284793d3990fe873,322f68da-8287-4962-93d8-0a3afb67d20a,1557892634.53,1557892637.127,0,0,1557892634.582,1557892634.583,1557892634.583,1557892637.172,1557892634.584,1557892634.645,1557892634.645,1557892637.172,1557892637.172,1557892637.173,2.59700012207031,0,0.001,2.589,0.061,0.001,2.527,0.001,2.59700012207031,2.528
1-5cdb8677-2d30bac8fe34c9b467598ca4,c3007afa-85a8-4148-b688-a24e3c9ed3a0,1557890679.4,1557890683.201,0,0,1557890679.439,1557890679.439,1557890679.44,1557890683.232,1557890679.44,1557890679.525,1557890679.525,1557890683.232,1557890683.233,1557890683.233,3.80099987983704,0,0.000,3.79200005531311,0.0850000381469727,0.000,3.707,0,3.80099987983704,3.70700001716614
1-5cdb8106-c511a6559fde65cb032b62b5,2e319cc5-d06b-46e3-a68b-7fff630d65e8,1557889286.072,1557889287.991,0,0,1557889286.1,1557889286.1,1557889286.101,1557889288.013,1557889286.101,1557889286.174,1557889286.174,1557889288.012,1557889288.013,1557889288.013,1.919,0,0.0,1.912,0.073,0.000,1.838,0.001,1.91899991035461,1.839
1-5cdb8c77-a20c7b86dc09553f194831bf,65eca359-57bb-4cbb-8e96-a97db94f5e09,1557892215.262,1557892219.936,0,0,1557892215.311,1557892215.312,1557892215.312,1557892219.977,1557892215.313,1557892215.352,1557892215.352,1557892219.977,1557892219.978,1557892219.978,4.674,0,0.001,4.665,0.039,0.000,4.625,0.001,4.67400002479553,4.626
1-5cdb84c5-6e241e56cbcdc5cfd2c5a739,a013eb62-a043-4aa1-9a93-d6d8928a1042,1557890245.498,1557890250.465,0,0,1557890245.533,1557890245.533,1557890245.533,1557890250.493,1557890245.534,1557890245.574,1557890245.575,1557890250.493,1557890250.494,1557890250.494,4.967,0,0.000,4.960,0.040,0.000,4.918,0.002,4.96700000762939,4.920
1-5cdb8421-de0098b695eb274ac094fc94,ff30c2d9-dcb0-4286-98a9-78c982a1004f,1557890081.817,1557890085.744,0,0,1557890081.852,1557890081.853,1557890081.853,1557890085.755,1557890081.854,1557890081.923,1557890081.923,1557890085.755,1557890085.756,1557890085.756,3.927,0,0.001,3.902,0.069,0.000,3.832,0.001,3.92700004577637,3.833
1-5cdb818a-d8e98fa8b3b612500eb60d08,b311f6f5-093b-4078-8b76-efb251ecff26,1557889418.35,1557889421.449,0,0,1557889418.38,1557889418.381,1557889418.381,1557889421.472,1557889418.382,1557889418.428,1557889418.428,1557889421.472,1557889421.473,1557889421.473,3.09899997711182,0,0.000999927520751953,3.091,0.046,0.000,3.044,0.001,3.09899997711182,3.045
1-5cdb8923-edf4b620442ff06000886330,db1f8236-ca3e-4c68-80a8-5479b528a349,1557891363.903,1557891367.136,0,0,1557891363.947,1557891363.947,1557891363.948,1557891367.172,1557891363.948,1557891364.022,1557891364.023,1557891367.172,1557891367.173,1557891367.173,3.233,0,0.000,3.224,0.074,0.000,3.149,0.001,3.23299980163574,3.150
1-5cdb8251-9ed4aba7041c5149343b5df5,0cfd1792-f31b-4073-b5b7-1fe8d8f00f1d,1557889617.474,1557889621.848,0,0,1557889617.504,1557889617.505,1557889617.505,1557889621.859,1557889617.506,1557889617.556,1557889617.556,1557889621.859,1557889621.872,1557889621.872,4.374,0,0.001,4.354,0.050,0.000,4.303,0.001,4.37400007247925,4.304
1-5cdb81f7-e94f551800429dac3a7d7028,ceae5831-e073-440e-af64-719b17f3c6a1,1557889527.328,1557889533.427,0,0,1557889527.359,1557889527.359,1557889527.36,1557889533.438,1557889527.36,1557889527.45,1557889527.45,1557889533.438,1557889533.439,1557889533.439,6.099,0,0.000,6.07800006866455,0.09,0.000,5.98799991607666,0,6.09899997711182,5.98799991607666
1-5cdb8789-a57db318af11d029457b6602,1f124951-eac8-4410-b5c4-c2589dbd3fc6,1557890953.185,1557890955.818,0,0,1557890953.231,1557890953.232,1557890953.232,1557890955.835,1557890953.233,1557890953.277,1557890953.277,1557890955.835,1557890955.835,1557890955.836,2.633,0,0.001,2.603,0.044,0.001,2.558,0.001,2.63300013542175,2.559
1-5cdb83f6-9e0937be27fecce25102e02a,b66e6c13-f4d7-4416-8400-a9be6ea0a23e,1557890038.388,1557890043.384,0,0,1557890038.421,1557890038.422,1557890038.422,1557890043.399,1557890038.423,1557890038.489,1557890038.489,1557890043.399,1557890043.412,1557890043.412,4.996,0,0.001,4.977,0.066,0.000,4.910,0.001,4.99600005149841,4.911
1-5cdb85fb-c20623380cec3928da531d0e,3fc85366-b0a1-49aa-8825-947322739c32,1557890555.768,1557890557.9,0,0,1557890555.81,1557890555.81,1557890555.81,1557890557.914,1557890555.811,1557890555.905,1557890555.905,1557890557.914,1557890557.915,1557890557.915,2.132000207901,0,0.00,2.10400009155273,0.094,0.000,2.009,0.00100016593933105,2.132000207901,2.01000022888184
1-5cdb8726-fee8203646527f5eb490e9ce,5e2604da-2ba8-402b-8d04-26da7433b691,1557890854.519,1557890860.44,0,0,1557890854.559,1557890854.559,1557890854.56,1557890860.472,1557890854.56,1557890854.663,1557890854.663,1557890860.472,1557890860.473,1557890860.473,5.9210000038147,0,0.000,5.91199994087219,0.103000164031982,0.000,5.809,0,5.9210000038147,5.80899977684021
1-5cdb867c-c4471538674d2818f066c930,342cbb29-f6c0-48a5-bed1-aa26fdf33b86,1557890684.777,1557890690.102,0,0,1557890684.816,1557890684.818,1557890684.818,1557890690.133,1557890684.819,1557890684.869,1557890684.869,1557890690.133,1557890690.134,1557890690.134,5.325,0,0.002,5.315,0.050,0.000,5.264,0.001,5.32500004768372,5.265
1-5cdb8ea6-3ceff9cd8e689ff86f7733b3,0c3b82df-f724-42e0-80e0-3fedf25a348e,1557892774.146,1557892779.409,0,0,1557892774.198,1557892774.198,1557892774.199,1557892779.454,1557892774.199,1557892774.266,1557892774.266,1557892779.454,1557892779.454,1557892779.455,5.263,0,0.000,5.255,0.067,0.001,5.188,0.000,5.26300001144409,5.188
1-5cdb8a90-1ff2037a1ec98a4845022614,af0964f9-7c0d-476c-91f8-84f0521e56b2,1557891728.084,1557891732.135,0,0,1557891728.131,1557891728.131,1557891728.131,1557891732.173,1557891728.132,1557891728.181,1557891728.181,1557891732.173,1557891732.174,1557891732.174,4.051,0,0.000,4.042,0.049,0.000,3.992,0.001,4.05099987983704,3.993
1-5cdb8709-3b37be5e49d4bde454d73b13,4a21122d-ad33-4ca4-97a2-98a95356bb6e,1557890825.834,1557890832.541,0,0,1557890825.874,1557890825.874,1557890825.874,1557890832.573,1557890825.875,1557890825.927,1557890825.927,1557890832.573,1557890832.573,1557890832.574,6.707,0,0.000,6.699,0.052,0.001,6.646,0.001,6.70699977874756,6.647
1-5cdb8a5a-d78db3cbaa9e296b28303bf5,604a8628-fc41-4cb0-a81e-7d41a324d738,1557891674.67,1557891681.253,0,0,1557891674.716,1557891674.716,1557891674.717,1557891681.275,1557891674.717,1557891674.76,1557891674.76,1557891681.275,1557891681.292,1557891681.292,6.58299994468689,0,0.000,6.558,0.0429999828338623,0.000,6.51500010490417,0,6.58299994468689,6.51500010490417
1-5cdb88ae-02b0608773418328d96434c9,d7a3e544-8970-4a35-a411-8ebf2c78c4e4,1557891246.474,1557891250.416,0,0,1557891246.517,1557891246.518,1557891246.518,1557891250.439,1557891246.519,1557891246.585,1557891246.586,1557891250.439,1557891250.439,1557891250.452,3.942,0,0.001,3.921,0.066,0.013,3.853,0.002,3.94199991226196,3.855
1-5cdb8b08-cfdb2e02423218b0b3c65270,32ae6bca-1a94-49e8-bee7-2c604a3f1761,1557891848.198,1557891852.655,0,0,1557891848.244,1557891848.244,1557891848.244,1557891852.694,1557891848.245,1557891848.297,1557891848.297,1557891852.693,1557891852.694,1557891852.694,4.457,0,0.000,4.450,0.052,0.000,4.396,0.002,4.45700001716614,4.398
1-5cdb88c8-b21f5f352db0ecbb8e623092,f3a31fe4-bfe7-42c2-b79f-5e0732e7eec7,1557891272.747,1557891277.437,0,0,1557891272.79,1557891272.79,1557891272.79,1557891277.473,1557891272.791,1557891272.923,1557891272.923,1557891277.473,1557891277.473,1557891277.474,4.690,0,0.00,4.68300008773804,0.132,0.001,4.550,0.000999927520751953,4.69000005722046,4.55099987983704
1-5cdb8270-3b4dd04e5fe5ea7fa16fced1,fabf5994-a5aa-48e5-ac88-908b128c2f8e,1557889648.759,1557889652.67,0,0,1557889648.79,1557889648.791,1557889648.791,1557889652.694,1557889648.792,1557889648.855,1557889648.856,1557889652.694,1557889652.695,1557889652.695,3.91100001335144,0,0.000999927520751953,3.903,0.063,0.000,3.838,0.002,3.91100001335144,3.840
1-5cdb87a5-b3e3e3c4a6006b383b746368,de6982f1-6339-43f7-b78a-2978873f9d95,1557890981.885,1557890983.404,0,0,1557890981.926,1557890981.926,1557890981.926,1557890983.437,1557890981.927,1557890981.99,1557890981.99,1557890983.437,1557890983.438,1557890983.438,1.519,0,0.000,1.511,0.062999963760376,0.000,1.44700002670288,0.000999927520751953,1.51900005340576,1.44799995422363
1-5cdb8392-2932c2700e5dd638768ff020,05640b4e-9d54-41d0-ab10-1fcd51c328e4,1557889938.624,1557889944.124,0,0,1557889938.658,1557889938.658,1557889938.658,1557889944.133,1557889938.659,1557889938.711,1557889938.711,1557889944.133,1557889944.134,1557889944.134,5.500,0,0.000,5.475,0.052,0.000,5.422,0.001,5.5,5.423
1-5cdb82b2-08b8d5d0c8b8f6348b724fa8,9a8288a0-ba9e-4311-a2c1-7e51351c3213,1557889714.199,1557889718.046,0,0,1557889714.231,1557889714.232,1557889714.232,1557889718.053,1557889714.233,1557889714.337,1557889714.337,1557889718.053,1557889718.054,1557889718.054,3.847,0,0.001,3.821,0.104,0.000,3.716,0.001,3.84700012207031,3.717
1-5cdb8229-36429b6cdb44e0c054e81850,a6f2a121-37ee-4aad-aa83-6e2b6ebbbbc4,1557889577.67,1557889580.348,0,0,1557889577.701,1557889577.702,1557889577.702,1557889580.372,1557889577.703,1557889577.752,1557889577.752,1557889580.372,1557889580.373,1557889580.373,2.67799997329712,0,0.001,2.670,0.049,0.000,2.620,0.001,2.67799997329712,2.621
1-5cdb8959-0c1fca2e0d1d14aa2d315638,03c2e421-62f0-4a70-a924-1c7e056a2436,1557891417.7,1557891424.275,0,0,1557891417.744,1557891417.745,1557891417.745,1557891424.298,1557891417.746,1557891417.817,1557891417.817,1557891424.298,1557891424.299,1557891424.312,6.57500004768372,0,0.001,6.553,0.071,0.013,6.481,0.001,6.57500004768372,6.482
1-5cdb8d68-e60313ab7dc6b00aacc23fa2,6ed5ba7b-9577-434b-84b9-c9ad39acb4a9,1557892456.329,1557892459.11,0,0,1557892456.381,1557892456.381,1557892456.382,1557892459.154,1557892456.382,1557892456.466,1557892456.466,1557892459.154,1557892459.155,1557892459.155,2.78099989891052,0,0.000,2.772,0.084,0.000,2.688,0.000,2.78099989891052,2.688
1-5cdb86fe-6ea6a8dc0a47e75c2f46e5da,d06319d2-a155-4517-8921-5feb691f0783,1557890814.4,1557890816.299,0,0,1557890814.439,1557890814.439,1557890814.44,1557890816.313,1557890814.44,1557890814.496,1557890814.496,1557890816.313,1557890816.314,1557890816.314,1.8989999294281,0,0.000,1.87299990653992,0.0559999942779541,0.000,1.817,0,1.8989999294281,1.81699991226196
1-5cdb85a3-bfdccf968ddea00ed5336e5a,963487ed-b0b3-4499-8008-9d5e6c5d379c,1557890467.831,1557890470.07,0,0,1557890467.868,1557890467.868,1557890467.869,1557890470.097,1557890467.869,1557890467.939,1557890467.939,1557890470.097,1557890470.099,1557890470.099,2.23899984359741,0,0.000,2.228,0.070,0.000,2.158,0.000,2.23899984359741,2.158
1-5cdb8a95-f73ea39e3f2f5fb6178b3688,e9096c5d-c377-450d-bf8d-791621604135,1557891733.721,1557891737.836,0,0,1557891733.766,1557891733.766,1557891733.767,1557891737.872,1557891733.767,1557891733.903,1557891733.903,1557891737.872,1557891737.873,1557891737.873,4.115,0,0.000,4.105,0.136,0.000,3.969,0.000,4.11500000953674,3.969
1-5cdb89a9-0d2ef4815ac434bf5b5795ab,8eb0aedc-007c-4286-adf0-4ea53c0d0380,1557891497.05,1557891501.356,0,0,1557891497.096,1557891497.097,1557891497.097,1557891501.393,1557891497.098,1557891497.167,1557891497.167,1557891501.393,1557891501.394,1557891501.394,4.30599999427795,0,0.001,4.296,0.069,0.000,4.226,0.001,4.30599999427795,4.227
1-5cdb8607-1d2e83966ac6fcf252c482ce,eb9ca52b-4e74-4feb-aa05-8dc554e2e4ac,1557890567.691,1557890571.268,0,0,1557890567.728,1557890567.728,1557890567.729,1557890571.298,1557890567.729,1557890567.8,1557890567.801,1557890571.298,1557890571.299,1557890571.299,3.577,0,0.000,3.569,0.0709998607635498,0.000,3.497,0.00100016593933105,3.57699990272522,3.4980001449585
1-5cdb8406-91649990190e8363f0b9132f,caaa21a5-9844-4d59-a714-f26e699abf59,1557890054.957,1557890057.284,0,0,1557890054.991,1557890054.992,1557890054.992,1557890057.293,1557890054.993,1557890055.03,1557890055.03,1557890057.293,1557890057.294,1557890057.294,2.327,0,0.001,2.301,0.0369999408721924,0.000,2.26300001144409,0.000999927520751953,2.32699990272522,2.26399993896484
1-5cdb8339-e5f387083e00d78ea460fde4,7e457286-f429-444a-8b4b-0f084861a1ea,1557889849.713,1557889852.646,0,0,1557889849.746,1557889849.746,1557889849.747,1557889852.655,1557889849.747,1557889849.798,1557889849.798,1557889852.655,1557889852.672,1557889852.672,2.933,0,0.000,2.908,0.051,0.000,2.857,0.000,2.93299984931946,2.857
1-5cdb89de-f2814244a39674812c74aba2,cd1fcd14-ce4b-4504-ae99-19ec03422f39,1557891550.736,1557891552.336,0,0,1557891550.781,1557891550.782,1557891550.782,1557891552.374,1557891550.783,1557891550.867,1557891550.867,1557891552.374,1557891552.374,1557891552.375,1.600,0,0.001,1.592,0.084,0.001,1.507,0.001,1.59999990463257,1.508
1-5cdb8166-b334854a1c5a6da0954ef4d0,7abf1ff9-2781-4e10-82c5-d528c3feffb8,1557889382.754,1557889388.068,0,0,1557889382.784,1557889382.784,1557889382.785,1557889388.077,1557889382.785,1557889382.828,1557889382.828,1557889388.077,1557889388.078,1557889388.078,5.314,0,0.000,5.292,0.043,0.000,5.249,0.000,5.31400012969971,5.249
1-5cdb8622-0466b59071514b305e2c9440,45371546-3dca-4fe2-8f51-92397afc0343,1557890594.442,1557890597.222,0,0,1557890594.48,1557890594.481,1557890594.481,1557890597.252,1557890594.482,1557890594.552,1557890594.552,1557890597.252,1557890597.253,1557890597.253,2.780,0,0.000999927520751953,2.771,0.070,0.000,2.700,0.001,2.77999997138977,2.701
1-5cdb848b-f9d50eabf7b950bbcf538c7c,e4a74e52-5b36-4395-9670-eb431c37eea4,1557890187.62,1557890191.684,0,0,1557890187.655,1557890187.656,1557890187.657,1557890191.696,1557890187.657,1557890187.724,1557890187.724,1557890191.696,1557890191.697,1557890191.697,4.06400012969971,0,0.001,4.039,0.067,0.000,3.972,0.000,4.06400012969971,3.972
1-5cdb8181-f8c769e8ee45574ba86d9d01,54a3f55e-cf7f-41d8-badd-58bdadd03e5d,1557889409.148,1557889411.649,0,0,1557889409.178,1557889409.178,1557889409.178,1557889411.659,1557889409.179,1557889409.278,1557889409.278,1557889411.659,1557889411.659,1557889411.672,2.501,0,0.000,2.481,0.099,0.013,2.381,0.001,2.50099992752075,2.382
