x-ray-id, request-id, lambda-init, lambda-end, initialization-init, initialization-end, input-init, input-end, resize-init, resize-end,s3-init,s3-end, resize-oper-init, resize-oper-end, write-init, write-end,diff-lambda,diff-init,diff-input,diff-resize-event,diff-s3,diff-write,diff-resize-op,diff-resize-event2,diff-lambda-init,diff-resize-event3,diff-image-handler
1-5cdf8358-f807e920babbb08011311440,795a8695-b05f-4bac-b6a8-4074bd69bb22,1558152024.68,1558152033.36,0,0,1558152024.678,1558152024.679,1558152024.679,1558152033.347,1558152024.68,1558152024.736,1558152024.737,1558152033.347,1558152033.348,1558152033.348,8.68,0,0.001,8.668,0.0559999942779541,0.000,8.610,0.00200009346008301,8.67999982833862,8.61199998855591,0.0109999179840088
1-5cdf836f-7c0faf34589704520db83f36,4fc9d6f8-140d-4f39-afbb-f1ebb4771d1f,1558152047.151,1558152056.78,0,0,1558152047.148,1558152047.149,1558152047.149,1558152056.768,1558152047.15,1558152047.21,1558152047.21,1558152056.768,1558152056.769,1558152056.769,9.62899994850159,0,0.001,9.619,0.06,0.000,9.55799984931946,0.00100016593933105,9.62899994850159,9.55900001525879,0.00900006294250488
1-5cdf857e-055e1538d25648a0b9af0d08,8900b883-74be-422f-860f-3ccd90ff0301,1558152574.259,1558152579.158,0,0,1558152574.257,1558152574.257,1558152574.257,1558152579.147,1558152574.258,1558152574.341,1558152574.342,1558152579.147,1558152579.148,1558152579.148,4.899,0,0.000,4.890,0.083,0.000,4.805,0.002,4.8989999294281,4.807,0.00899982452392578
1-5cdf88b5-497947a2981b1c5230624938,8ba06464-b6b4-40c5-af53-a468b1172a05,1558153397.882,1558153404.698,0,0,1558153397.877,1558153397.877,1558153397.878,1558153404.669,1558153397.878,1558153397.938,1558153397.938,1558153404.669,1558153404.687,1558153404.687,6.816,0,0.000,6.791,0.060,0.000,6.731,0.000,6.81599998474121,6.731,0.0250000953674316
1-5cdf84eb-8b18c7c0c945f9c08f430f00,0931363a-be66-442d-a1c7-48c687b5e3b6,1558152427.367,1558152436.561,0,0,1558152427.372,1558152427.373,1558152427.373,1558152436.55,1558152427.374,1558152427.448,1558152427.448,1558152436.55,1558152436.551,1558152436.551,9.194,0,0.001,9.17700004577637,0.074,0.000,9.10199999809265,0.00100016593933105,9.19400000572205,9.10300016403198,0.0160000324249268
1-5cdf88d5-6335e506fa5fb85e2b8c4c04,22a6b438-e205-4120-95d7-09dfba238f03,1558153429.485,1558153436.318,0,0,1558153429.483,1558153429.483,1558153429.484,1558153436.289,1558153429.484,1558153429.556,1558153429.556,1558153436.289,1558153436.29,1558153436.307,6.833,0,0.000,6.805,0.072,0.0169999599456787,6.733,0.000,6.83300018310547,6.733,0.0110001564025879
1-5cdf8487-a05c5a31165492366b382a4a,5eb1939f-b1ec-41ec-abe5-b8edaffb94f9,1558152327.176,1558152333.017,0,0,1558152327.183,1558152327.183,1558152327.184,1558152332.989,1558152327.185,1558152327.252,1558152327.253,1558152332.989,1558152332.99,1558152332.99,5.841,0,0.000,5.805,0.067,0.00,5.736,0.002,5.84099984169006,5.738,0.0359997749328613
1-5cdf8474-58d2f18da899c964ea3acfa5,eca069a9-15a2-433b-998c-4f85d929704c,1558152308.769,1558152315.239,0,0,1558152308.766,1558152308.766,1558152308.766,1558152315.208,1558152308.767,1558152308.833,1558152308.833,1558152315.207,1558152315.227,1558152315.227,6.470,0,0.000,6.442,0.066,0.000,6.374,0.002,6.47000002861023,6.376,0.0280001163482666
1-5cdf83d6-d976dcfecbc52ec7413cb9bc,389f92dd-0849-4f44-9552-9ac5d7eb6776,1558152150.296,1558152158.978,0,0,1558152150.293,1558152150.294,1558152150.294,1558152158.95,1558152150.295,1558152150.343,1558152150.343,1558152158.95,1558152158.967,1558152158.967,8.682,0,0.001,8.6560001373291,0.048,0.000,8.60700011253357,0.00100016593933105,8.68199992179871,8.6080002784729,0.0249998569488525
1-5cdf854f-21069a3a020397c29df12f6d,5f8d1086-e625-44b5-bd67-4c9336b7298f,1558152527.79,1558152536.296,0,0,1558152527.787,1558152527.788,1558152527.788,1558152536.274,1558152527.789,1558152527.842,1558152527.842,1558152536.274,1558152536.274,1558152536.287,8.50600004196167,0,0.001,8.486,0.053,0.013,8.432,0.001,8.50600004196167,8.433,0.00600004196166992
1-5cdf877f-08d3da7e79908f7e30b3feda,650be56d-3f17-433c-b0ef-49528268d4fd,1558153087.384,1558153095.361,0,0,1558153087.382,1558153087.382,1558153087.383,1558153095.349,1558153087.383,1558153087.442,1558153087.442,1558153095.349,1558153095.35,1558153095.35,7.977,0,0.000,7.966,0.059,0.00,7.907,0.000,7.97699999809265,7.907,0.0109999179840088
1-5cdf8379-e522b8c8fac8aefc8a343a7c,94aa9393-6d09-416b-aded-398aaa382d90,1558152057.869,1558152067.44,0,0,1558152057.865,1558152057.865,1558152057.865,1558152067.428,1558152057.866,1558152057.951,1558152057.951,1558152067.428,1558152067.429,1558152067.43,9.57100009918213,0,0.000,9.563,0.085,0.00100016593933105,9.477,0.001,9.57100009918213,9.478,0.00699996948242188
1-5cdf8913-327b5c4409f46758113d597e,80758e46-f727-48de-92b2-b8b1da14f24f,1558153491.354,1558153497.641,0,0,1558153491.35,1558153491.35,1558153491.351,1558153497.629,1558153491.351,1558153491.391,1558153491.391,1558153497.629,1558153497.63,1558153497.63,6.287,0,0.00,6.278,0.040,0.00,6.238,0.000,6.28699994087219,6.238,0.00900006294250488
1-5cdf87c3-2f3b6150e6da6c0ccd503f1c,8ef3fa76-437d-40b6-a95b-bcdf38207cf1,1558153155.745,1558153165.332,0,0,1558153155.742,1558153155.743,1558153155.743,1558153165.248,1558153155.744,1558153155.837,1558153155.837,1558153165.248,1558153165.249,1558153165.25,9.587,0,0.001,9.505,0.093,0.000999927520751953,9.411,0.001,9.58700013160706,9.412,0.0800004005432129
1-5cdf8430-9218fdec17b263809c7adb6c,7cdcd059-93ad-437a-bedd-3e8639208d40,1558152240.379,1558152249.637,0,0,1558152240.375,1558152240.375,1558152240.376,1558152249.608,1558152240.377,1558152240.416,1558152240.417,1558152249.608,1558152249.609,1558152249.609,9.258,0,0.000,9.232,0.039,0.000,9.191,0.002,9.25800013542175,9.193,0.0260000228881836
1-5cdf84e3-e99f9a290b610361737c9677,ee2cec75-be48-4693-a900-2265b36222ff,1558152419.735,1558152426.278,0,0,1558152419.732,1558152419.732,1558152419.733,1558152426.247,1558152419.733,1558152419.8,1558152419.8,1558152426.247,1558152426.248,1558152426.248,6.543,0,0.000,6.514,0.0669999122619629,0.000,6.44700002670288,0,6.54300022125244,6.44700002670288,0.0290002822875977
1-5cdf8518-cac3cc507e0539f0cb8635b8,53cfd55f-049b-4d87-935f-aa90a6029f22,1558152472.154,1558152481.737,0,0,1558152472.15,1558152472.151,1558152472.151,1558152481.709,1558152472.152,1558152472.191,1558152472.191,1558152481.709,1558152481.71,1558152481.71,9.583,0,0.000999927520751953,9.558,0.039,0.00,9.518,0.001,9.58299994468689,9.519,0.0239999294281006
1-5cdf87d5-a87453a893a0c82848ecc044,d0d33ab5-b279-4ef7-aafd-6a91683c8e32,1558153173.658,1558153180.841,0,0,1558153173.656,1558153173.656,1558153173.657,1558153180.829,1558153173.657,1558153173.709,1558153173.709,1558153180.829,1558153180.83,1558153180.83,7.183,0,0.000,7.172,0.052,0.00,7.120,0.000,7.18300008773804,7.120,0.0110001564025879
1-5cdf84c6-80399440acb47ae4d7edd79c,e25cfde9-519c-4dc1-b172-e76cbd56ac94,1558152390.083,1558152397.358,0,0,1558152390.079,1558152390.079,1558152390.079,1558152397.329,1558152390.08,1558152390.144,1558152390.144,1558152397.329,1558152397.33,1558152397.33,7.275,0,0.000,7.250,0.064000129699707,0.00,7.185,0.000999927520751953,7.27500009536743,7.18599987030029,0.0250000953674316
1-5cdf867f-8ddce1d804237d3885619a0e,1c442c57-07cf-4681-b7c8-e77cf705f270,1558152831.638,1558152841.239,0,0,1558152831.634,1558152831.634,1558152831.635,1558152841.227,1558152831.635,1558152831.68,1558152831.68,1558152841.227,1558152841.228,1558152841.228,9.601,0,0.000,9.592,0.0450000762939453,0.000,9.54699993133545,0,9.6010000705719,9.54699993133545,0.00900006294250488
1-5cdf8640-114ff836bac55a7c28efc7a6,61060872-6cbe-4cfc-9cef-a891962d8402,1558152768.639,1558152777.178,0,0,1558152768.635,1558152768.636,1558152768.647,1558152777.151,1558152768.647,1558152768.779,1558152768.779,1558152777.151,1558152777.152,1558152777.153,8.539,0,0.001,8.504,0.132,0.001,8.372,0.000,8.53900003433228,8.372,0.0329999923706055
1-5cdf893d-abf5a877321eaca70cb917ea,88c1989b-2473-4241-834c-0cb8527b2578,1558153533.378,1558153542.856,0,0,1558153533.373,1558153533.373,1558153533.374,1558153542.843,1558153533.375,1558153533.436,1558153533.436,1558153542.843,1558153542.844,1558153542.844,9.478,0,0.000,9.469,0.061,0.000,9.407,0.001,9.4779999256134,9.408,0.00900006294250488
1-5cdf8420-cc77ea2a7bb46364ae8718b0,8435139c-2bd6-494f-aa8f-9d33fb636aeb,1558152224.081,1558152233.241,0,0,1558152224.083,1558152224.083,1558152224.084,1558152233.23,1558152224.084,1558152224.157,1558152224.157,1558152233.23,1558152233.231,1558152233.231,9.160,0,0.000,9.14599990844727,0.073,0.000,9.07299995422363,0,9.15999984741211,9.07299995422363,0.0139999389648438
1-5cdf8876-49893fb9577f89c962583c3c,5199a2b4-40b2-461c-82ab-acaf95d08d1e,1558153334.779,1558153339.439,0,0,1558153334.774,1558153334.774,1558153334.775,1558153339.41,1558153334.776,1558153334.837,1558153334.837,1558153339.41,1558153339.427,1558153339.427,4.660,0,0.000,4.63499999046326,0.061,0.000,4.57300019264221,0.000999927520751953,4.65999984741211,4.57400012016296,0.0249998569488525
1-5cdf8362-9d5fae9cfd242cb0b6a07c74,4b545d1a-95dc-4cd2-bbfe-bafffbac7cc8,1558152034.468,1558152039.959,0,0,1558152034.464,1558152034.465,1558152034.465,1558152039.947,1558152034.466,1558152034.678,1558152034.678,1558152039.947,1558152039.948,1558152039.948,5.491,0,0.001,5.482,0.212,0.000,5.269,0.001,5.49100017547607,5.270,0.00800013542175293
1-5cdf87ae-a933430b20276c59bc3a270e,f77ba007-d2a5-48f2-b110-f94ea5df7abc,1558153134.772,1558153139.318,0,0,1558153134.767,1558153134.767,1558153134.768,1558153139.29,1558153134.768,1558153134.82,1558153134.82,1558153139.29,1558153139.307,1558153139.307,4.546,0,0.000,4.5220000743866,0.0520000457763672,0.000,4.47,0,4.5460000038147,4.47000002861023,0.0239999294281006
1-5cdf84ff-227b84805d932ac015d73280,6bc8be03-d540-44da-bfb5-ca07daadd1cf,1558152447.512,1558152454.357,0,0,1558152447.51,1558152447.51,1558152447.511,1558152454.332,1558152447.511,1558152447.576,1558152447.576,1558152454.332,1558152454.333,1558152454.333,6.845,0,0.00,6.821,0.065,0.000,6.756,0.000,6.84500002861023,6.756,0.0239999294281006
1-5cdf852d-16ebda69d985e4ab26c6b0bf,489275e4-1f08-4e84-a05e-c4f531cb0410,1558152493.567,1558152499.818,0,0,1558152493.569,1558152493.57,1558152493.57,1558152499.807,1558152493.571,1558152493.643,1558152493.643,1558152499.807,1558152499.808,1558152499.808,6.251,0,0.000999927520751953,6.23699998855591,0.072,0.000,6.164,0.00100016593933105,6.25100016593933,6.16500020027161,0.0130002498626709
1-5cdf8887-af325178504ed09c298eb1d8,6a773330-f530-4309-8f42-5b3f48ca7b35,1558153351.093,1558153359.999,0,0,1558153351.107,1558153351.108,1558153351.108,1558153359.974,1558153351.109,1558153351.327,1558153351.328,1558153359.974,1558153359.974,1558153359.987,8.906,0,0.001,8.866,0.218,0.013,8.646,0.002,8.9060001373291,8.648,0.0260002613067627
1-5cdf8625-eeccff68d3e69a3189a2ee95,6415d619-1355-4175-82e6-11e03291fdc1,1558152741.955,1558152747.736,0,0,1558152741.952,1558152741.952,1558152741.953,1558152747.709,1558152741.953,1558152742.02,1558152742.021,1558152747.709,1558152747.71,1558152747.727,5.781,0,0.000,5.756,0.0669999122619629,0.0169999599456787,5.688,0.000999927520751953,5.7810001373291,5.68900012969971,0.00800013542175293
1-5cdf83e8-9ddf9a88ffd66b28bcd45868,94859134-44fa-4d1d-b458-2c7482e5a6ba,1558152168.709,1558152175.044,0,0,1558152168.712,1558152168.712,1558152168.713,1558152175.032,1558152168.713,1558152168.753,1558152168.753,1558152175.032,1558152175.033,1558152175.033,6.335,0,0.000,6.319,0.040,0.000,6.279,0.000,6.33499979972839,6.279,0.0159997940063477
1-5cdf854a-6e2cee5088d45afaafda5944,def1cd35-edd4-4704-9d9b-df7e822a9173,1558152522.021,1558152526.68,0,0,1558152522.016,1558152522.016,1558152522.016,1558152526.667,1558152522.017,1558152522.166,1558152522.167,1558152526.667,1558152526.668,1558152526.669,4.65900015830994,0,0.000,4.651,0.149,0.001,4.500,0.002,4.65900015830994,4.502,0.00700020790100098
1-5cdf8804-ff30c322af4ff7c6a089487b,6cbc929b-c89c-4146-89a2-08ea91ecf1f9,1558153220.603,1558153230.079,0,0,1558153220.598,1558153220.599,1558153220.599,1558153230.05,1558153220.6,1558153220.655,1558153220.656,1558153230.05,1558153230.068,1558153230.068,9.476,0,0.001,9.45099997520447,0.0550000667572021,0.000,9.39400005340576,0.00199985504150391,9.4760000705719,9.39599990844727,0.0240001678466797
1-5cdf850d-93f31d1fb61110ad27a1770f,91a309f6-3b12-413f-ac18-9801afd5cc8e,1558152461.603,1558152471.058,0,0,1558152461.6,1558152461.601,1558152461.601,1558152471.031,1558152461.602,1558152461.675,1558152461.675,1558152471.031,1558152471.031,1558152471.032,9.455,0,0.00100016593933105,9.430,0.073,0.001,9.356,0.001,9.45500016212463,9.357,0.0230000019073486
1-5cdf84a1-931d299519ee42373dfd365f,eab40ceb-dfa8-4276-9f86-64c52b3cd80a,1558152353.044,1558152360.18,0,0,1558152353.04,1558152353.04,1558152353.041,1558152360.169,1558152353.041,1558152353.112,1558152353.112,1558152360.169,1558152360.17,1558152360.17,7.13600015640259,0,0.00,7.128,0.071,0.00,7.057,0.000,7.13600015640259,7.057,0.00800013542175293
1-5cdf892a-2d76c464abdb186ca9afeb50,3ac2ca4f-6583-45e9-a119-c1a2e5e6d322,1558153514.04,1558153518.417,0,0,1558153514.034,1558153514.035,1558153514.035,1558153518.387,1558153514.036,1558153514.088,1558153514.088,1558153518.37,1558153518.388,1558153518.388,4.37700009346008,0,0.001,4.352,0.052,0.000,4.28199982643127,0.0180001258850098,4.37700009346008,4.300,0.0239999294281006
1-5cdf86e9-a930bc3dcdc9a2b1c2610af0,5062aa1a-82eb-4ffe-83eb-3fb4790bd7d7,1558152937.537,1558152944.002,0,0,1558152937.541,1558152937.541,1558152937.541,1558152943.992,1558152937.542,1558152937.587,1558152937.587,1558152943.992,1558152943.993,1558152943.993,6.465,0,0.000,6.451,0.045,0.000,6.405,0.001,6.46500015258789,6.406,0.0139999389648438
1-5cdf85c4-ec5a2160b5a47e2034e64140,f2ac9731-f78d-47c6-b7d1-74902ea85fba,1558152644.772,1558152649.68,0,0,1558152644.776,1558152644.777,1558152644.777,1558152649.669,1558152644.778,1558152644.84,1558152644.841,1558152649.669,1558152649.669,1558152649.67,4.90799999237061,0,0.001,4.892,0.0619997978210449,0.00100016593933105,4.828,0.00200033187866211,4.90799999237061,4.83000016212463,0.0139999389648438
1-5cdf85b2-d1b21f9789b0652c10a504bc,95077306-e836-4c00-810b-2579fcd14d6a,1558152626.527,1558152635.68,0,0,1558152626.543,1558152626.543,1558152626.544,1558152635.65,1558152626.544,1558152626.59,1558152626.59,1558152635.65,1558152635.667,1558152635.668,9.15300011634827,0,0.000,9.10600018501282,0.0460000038146973,0.001,9.06,0,9.15300011634827,9.06000018119812,0.0460000038146973
1-5cdf86fb-fc9e8617f93b09e65d94387e,62e1d657-dd16-48a6-b97f-095dd9cf5e92,1558152955.727,1558152965.02,0,0,1558152955.723,1558152955.723,1558152955.724,1558152965.007,1558152955.724,1558152955.822,1558152955.823,1558152965.007,1558152965.008,1558152965.008,9.29299998283386,0,0.000,9.283,0.098,0.000,9.184,0.001,9.29299998283386,9.185,0.00999999046325684
1-5cdf840c-78bf7f47cce759a3755dc0a5,831586ec-8958-464b-9d40-244570ce889f,1558152204.792,1558152214.239,0,0,1558152204.79,1558152204.79,1558152204.791,1558152214.227,1558152204.792,1558152204.889,1558152204.889,1558152214.227,1558152214.228,1558152214.229,9.447,0,0.00,9.436,0.097,0.001,9.338,0.001,9.44700002670288,9.339,0.00999975204467773
1-5cdf860f-ebf488f742fcaf0bfe73ac31,6717f631-afdd-4a43-a807-6e5985ba032e,1558152719.318,1558152726.459,0,0,1558152719.315,1558152719.316,1558152719.316,1558152726.43,1558152719.317,1558152719.387,1558152719.388,1558152726.43,1558152726.447,1558152726.448,7.141,0,0.001,7.11400008201599,0.070,0.001,7.04200005531311,0.00199985504150391,7.14100003242493,7.04399991035461,0.0250000953674316
1-5cdf843a-c95bf3cd76e521f71dbbd1e7,549d5a67-3602-4cb0-bb18-322ee8a2f32e,1558152250.723,1558152255.141,0,0,1558152250.719,1558152250.719,1558152250.72,1558152255.129,1558152250.72,1558152250.771,1558152250.771,1558152255.129,1558152255.13,1558152255.13,4.418,0,0.000,4.40899991989136,0.0509998798370361,0.00,4.358,0,4.41799998283386,4.35800004005432,0.00900006294250488
1-5cdf8559-11f835cf369b3021d11934d6,910537d5-0373-45c5-9d4e-b68a9cab54c3,1558152537.386,1558152541.479,0,0,1558152537.385,1558152537.385,1558152537.385,1558152541.467,1558152537.386,1558152537.455,1558152537.455,1558152541.467,1558152541.468,1558152541.468,4.093,0,0.000,4.082,0.069,0.000,4.012,0.001,4.09300017356873,4.013,0.0110001564025879
1-5cdf88a1-4358fd847d5b0726f40515aa,55280b1f-f70e-401e-bd9e-a784fdd70e48,1558153377.899,1558153383.281,0,0,1558153377.894,1558153377.895,1558153377.895,1558153383.269,1558153377.896,1558153377.962,1558153377.963,1558153383.269,1558153383.269,1558153383.27,5.382,0,0.001,5.374,0.066,0.000999927520751953,5.306,0.002,5.38199996948242,5.308,0.00600004196166992
1-5cdf8830-8792adc8b11973f00a852990,c4b5be56-460b-4564-816b-c8d6a9acdd8d,1558153264.9,1558153273.879,0,0,1558153264.895,1558153264.896,1558153264.896,1558153273.867,1558153264.897,1558153265.168,1558153265.169,1558153273.867,1558153273.868,1558153273.868,8.97899985313416,0,0.001,8.971,0.271,0.000,8.698,0.002,8.97899985313416,8.700,0.00699973106384277
1-5cdf86e3-b1e695018a7617945b5678a0,31521215-9ef8-4542-9260-f12024a97093,1558152931.798,1558152936.444,0,0,1558152931.794,1558152931.795,1558152931.795,1558152936.432,1558152931.796,1558152931.847,1558152931.847,1558152936.432,1558152936.433,1558152936.433,4.646,0,0.001,4.637,0.051,0.000,4.585,0.001,4.64599990844727,4.586,0.00799989700317383
1-5cdf874c-a8bb92141056c03072b2d83c,80d538ec-81f5-4152-beb0-1b7a197a8a37,1558153036.138,1558153040.966,0,0,1558153036.145,1558153036.146,1558153036.146,1558153040.957,1558153036.147,1558153036.212,1558153036.213,1558153040.957,1558153040.958,1558153040.958,4.828,0,0.001,4.811,0.065,0.000,4.744,0.002,4.82800006866455,4.746,0.0160000324249268
1-5cdf859e-f73a0d2a3396f5bb76a9a0ca,432888a6-7b49-4490-9d55-7522b5e05081,1558152606.022,1558152611.022,0,0,1558152606.02,1558152606.02,1558152606.021,1558152611.011,1558152606.021,1558152606.077,1558152606.077,1558152611.011,1558152611.012,1558152611.012,5.000,0,0.00,4.990,0.056,0.000,4.934,0.000,5,4.934,0.00999999046325684
1-5cdf8349-403074f1471ebcaebb42e57f,1a9a0582-6c7d-4ed8-9c4d-2a1c9dfef549,1558152009.549,1558152015.12,0,0,1558152009.547,1558152009.547,1558152009.548,1558152015.107,1558152009.549,1558152009.589,1558152009.589,1558152015.107,1558152015.11,1558152015.11,5.57099986076355,0,0.000,5.559,0.040,0.00,5.518,0.001,5.57099986076355,5.519,0.0119998455047607
1-5cdf892f-4557ef928512777088abb03c,b667d383-684a-4ad7-ba8b-033b39c05359,1558153519.499,1558153526.138,0,0,1558153519.496,1558153519.496,1558153519.496,1558153526.109,1558153519.497,1558153519.59,1558153519.59,1558153526.109,1558153526.11,1558153526.127,6.639,0,0.000,6.613,0.0929999351501465,0.0170001983642578,6.51900005340576,0.000999927520751953,6.63899993896484,6.51999998092651,0.00899982452392578
1-5cdf887c-677700d846a64af8fc8fd238,7dc39c0a-8ac1-4fba-ac7d-1b654db50b8b,1558153340.515,1558153350.018,0,0,1558153340.511,1558153340.511,1558153340.512,1558153349.989,1558153340.512,1558153341.636,1558153341.636,1558153349.989,1558153349.99,1558153349.99,9.503,0,0.000,9.477,1.124,0.00,8.353,0.000,9.50299978256226,8.353,0.0259997844696045
1-5cdf873a-36a44534635742a2c0054870,83f367be-a2bc-41a8-ac18-73a045fea3de,1558153018.201,1558153024.678,0,0,1558153018.199,1558153018.199,1558153018.2,1558153024.648,1558153018.2,1558153018.347,1558153018.348,1558153024.648,1558153024.667,1558153024.667,6.477,0,0.000,6.44799995422363,0.146999835968018,0.000,6.300,0.00100016593933105,6.47699999809265,6.30100011825562,0.0290000438690186
1-5cdf872f-a5644470cfdb88008afe4800,c85eff45-d9d4-47f2-a406-d77a08da91b8,1558153007.623,1558153017.117,0,0,1558153007.619,1558153007.619,1558153007.62,1558153017.091,1558153007.62,1558153007.662,1558153007.663,1558153017.091,1558153017.107,1558153017.107,9.494,0,0.000,9.47100019454956,0.0420000553131104,0.000,9.428,0.00100016593933105,9.49400019645691,9.42900013923645,0.0230000019073486
1-5cdf83ce-17793594e52f58789520eaa4,b25fc770-9037-48f2-af35-07341846c67b,1558152142.181,1558152149.217,0,0,1558152142.179,1558152142.179,1558152142.18,1558152149.192,1558152142.18,1558152142.246,1558152142.247,1558152149.192,1558152149.193,1558152149.193,7.036,0,0.000,7.01199984550476,0.0659999847412109,0.000,6.945,0.000999927520751953,7.03600001335144,6.94599986076355,0.0240001678466797
1-5cdf880f-c95613dafdf2b209948246a9,f615393c-aa66-47a5-9932-4e8ab43e922e,1558153231.166,1558153237.958,0,0,1558153231.164,1558153231.164,1558153231.164,1558153237.93,1558153231.165,1558153231.233,1558153231.233,1558153237.93,1558153237.947,1558153237.947,6.792,0,0.000,6.76600003242493,0.068,0.000,6.69700002670288,0.000999927520751953,6.79200005531311,6.69799995422363,0.0260000228881836
1-5cdf846b-314c8a803b4d8c80cae4ba60,477e82c3-999b-4c21-88bb-3c53d3cfb80f,1558152299.12,1558152307.681,0,0,1558152299.117,1558152299.118,1558152299.118,1558152307.668,1558152299.119,1558152299.195,1558152299.195,1558152307.668,1558152307.669,1558152307.669,8.56100010871887,0,0.001,8.550,0.076,0.000,8.473,0.001,8.56100010871887,8.474,0.0100002288818359
1-5cdf86bc-12c68bfe79b6ef1dea2b286f,3f0c58f3-56d0-4f07-9a67-9d719251d653,1558152892.943,1558152902.517,0,0,1558152892.938,1558152892.939,1558152892.939,1558152902.489,1558152892.94,1558152893.029,1558152893.029,1558152902.489,1558152902.49,1558152902.49,9.574,0,0.001,9.550,0.0889999866485596,0.00,9.460,0.00100016593933105,9.57399988174438,9.4610002040863,0.0229997634887695
1-5cdf875b-1c7529d51767eeb14022507b,5f37108d-283c-4df5-9cdd-b99e01bea8d2,1558153051.747,1558153061.18,0,0,1558153051.745,1558153051.745,1558153051.745,1558153061.168,1558153051.746,1558153051.793,1558153051.794,1558153061.168,1558153061.169,1558153061.169,9.43300008773804,0,0.000,9.423,0.047,0.000,9.374,0.002,9.43300008773804,9.376,0.00999999046325684
1-5cdf8820-ded56dfe11234f43ab18cf8c,95275b2c-8c9f-48f4-96b3-504f7c30294d,1558153248.533,1558153258.06,0,0,1558153248.529,1558153248.53,1558153248.53,1558153258.048,1558153248.531,1558153248.828,1558153248.829,1558153258.048,1558153258.049,1558153258.05,9.52699995040894,0,0.000999927520751953,9.51800012588501,0.297,0.000999927520751953,9.219,0.00199985504150391,9.52699995040894,9.22099995613098,0.00699996948242188
1-5cdf8460-b6653a24df7e7aefd7943fb9,46ff20ee-181c-45c6-aabc-1d6ffca6585d,1558152288.504,1558152298.039,0,0,1558152288.5,1558152288.5,1558152288.501,1558152298.027,1558152288.501,1558152288.548,1558152288.548,1558152298.027,1558152298.028,1558152298.028,9.535,0,0.0,9.526,0.047,0.000,9.479,0.000,9.53500008583069,9.479,0.00900006294250488
1-5cdf8399-b30b00e4a44168faa24ad5c0,1839334f-77d5-47c9-85e3-7362046106e2,1558152089.195,1558152096.338,0,0,1558152089.194,1558152089.195,1558152089.195,1558152096.31,1558152089.196,1558152089.25,1558152089.25,1558152096.31,1558152096.327,1558152096.327,7.143,0,0.001,7.11500000953674,0.0539999008178711,0.000,7.06,0.00100016593933105,7.14300012588501,7.06100010871887,0.0270001888275146
1-5cdf853e-30f7776a4516be0c95d09472,b91766b4-a542-412f-a02c-96a745b51d5a,1558152510.216,1558152514.916,0,0,1558152510.213,1558152510.213,1558152510.214,1558152514.893,1558152510.214,1558152510.284,1558152510.285,1558152514.893,1558152514.894,1558152514.894,4.700,0,0.000,4.679,0.070,0.000,4.608,0.001,4.69999980926514,4.609,0.0209999084472656
1-5cdf88ae-f452ef117e02e41757573c75,d69e69a1-5542-4cc2-8117-7733231f4022,1558153390.503,1558153396.798,0,0,1558153390.501,1558153390.501,1558153390.501,1558153396.769,1558153390.502,1558153390.543,1558153390.544,1558153396.768,1558153396.769,1558153396.769,6.295,0,0.000,6.268,0.041,0.000,6.224,0.003,6.29500007629395,6.227,0.0269999504089355
1-5cdf88eb-bb6941304e0a11defc20f02e,8f35e51a-e9fa-439b-a92c-0f64a79ff771,1558153451.35,1558153460.777,0,0,1558153451.345,1558153451.346,1558153451.346,1558153460.75,1558153451.347,1558153451.414,1558153451.414,1558153460.749,1558153460.75,1558153460.767,9.42700004577637,0,0.001,9.40400004386902,0.067,0.0169999599456787,9.335,0.00199985504150391,9.42700004577637,9.33699989318848,0.00500011444091797
1-5cdf87bd-dd5e3bba87896ff365a48bf0,0e3683f0-61b9-4ef0-9598-5d3cfeb08b47,1558153149.966,1558153154.639,0,0,1558153149.969,1558153149.969,1558153149.97,1558153154.61,1558153149.97,1558153150.027,1558153150.027,1558153154.61,1558153154.628,1558153154.628,4.673,0,0.000,4.64,0.0569999217987061,0.000,4.58299994468689,0,4.6729998588562,4.58299994468689,0.0329999923706055
1-5cdf8573-dbfd6c693d3f1e5d83cb30fa,bf0e4298-2225-49d2-8b66-1caafb0740c1,1558152563.551,1558152573.179,0,0,1558152563.548,1558152563.549,1558152563.549,1558152573.168,1558152563.55,1558152563.599,1558152563.6,1558152573.167,1558152573.168,1558152573.169,9.628,0,0.001,9.619,0.0490000247955322,0.001,9.56700015068054,0.00299978256225586,9.62799978256226,9.5699999332428,0.00699996948242188
1-5cdf8860-4f1747e454954f85e2ef2206,c5603768-6c5d-428a-98ed-df36e2236790,1558153312.937,1558153322.918,0,0,1558153312.938,1558153312.939,1558153312.939,1558153322.89,1558153312.94,1558153313.994,1558153313.994,1558153322.89,1558153322.907,1558153322.907,9.981,0,0.001,9.95100021362305,1.05399990081787,0.000,8.89600014686584,0.00100016593933105,9.98099994659424,8.89700031280518,0.0289998054504395
1-5cdf84d9-adc343905f5e5e606668ebe0,267522aa-61d2-456b-b5af-58c26e1d03dd,1558152409.165,1558152418.638,0,0,1558152409.16,1558152409.16,1558152409.161,1558152418.609,1558152409.161,1558152409.21,1558152409.21,1558152418.609,1558152418.61,1558152418.61,9.473,0,0.00,9.448,0.0490000247955322,0.00,9.3989999294281,0,9.47300004959106,9.3989999294281,0.0250000953674316
